14:56:31,1090, 292
14:56:31,1107, 289
14:56:31,1122, 283
14:56:31,1200, 445
14:56:32,1200, 445
14:56:32,1200, 445
14:56:32,1200, 445
14:56:32,1200, 445
14:56:32,1200, 445
14:56:33,1212, 445
14:56:33,1200, 445
14:56:33,1212, 445
14:56:33,1200, 445
14:56:33,1212, 445
14:56:33,1200, 445
14:56:34,1212, 445
14:56:34,1200, 445
14:56:34,1200, 445
14:56:34,1200, 445
14:56:34,1200, 445
14:56:35,1200, 445
14:56:35,1200, 445
14:56:35,1212, 445
14:56:35,1200, 445
14:56:35,1200, 445
14:56:36,1200, 445
14:56:36,1200, 445
14:56:36,1200, 445
14:56:36,1200, 433
14:56:36,1200, 445
14:56:37,1200, 445
14:56:37,1200, 445
14:56:37,1200, 433
14:56:37,1200, 433
14:56:37,1200, 445
14:56:38,1200, 445
14:56:38,1200, 445
14:56:38,1200, 445
14:56:38,1200, 445
14:56:38,1200, 445
14:56:39,1200, 445
14:56:39,1200, 445
14:56:39,1200, 445
14:56:39,1200, 445
14:56:39,1188, 445
14:56:40,1188, 445
14:56:40,1200, 445
14:56:40,1200, 445
14:56:40,1200, 445
14:56:40,1200, 445
14:56:41,1188, 445
14:56:41,1200, 445
14:56:41,1200, 445
14:56:41,1200, 445
14:56:41,1200, 445
14:56:42,1200, 445
14:56:42,1200, 445
14:56:42,1200, 445
14:56:42,1200, 445
14:56:42,1200, 445
14:56:43,1200, 445
14:56:43,1200, 445
14:56:43,1200, 445
14:56:43,1200, 445
14:56:43,1200, 445
14:56:44,1200, 445
14:56:44,1200, 445
14:56:44,1200, 445
14:56:44,1200, 445
14:56:44,1200, 445
14:56:45,1200, 445
14:56:45,1200, 445
14:56:45,1200, 445
14:56:45,1200, 445
14:56:46,1199, 445
14:56:46,1196, 446
14:56:46,1151, 461
14:56:46,881, 602
14:56:46,801, 666
14:56:47,706, 728
14:56:47,644, 807
14:56:47,633, 819
